num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete,booking_timing,total_addons,flight_time_category,is_long_flight,lead_x_duration
2,Internet,round_trip,83,81,6,Tue,CGKSYD,Indonesia,1,1,1,8.58,0,early,3,morning,1,712.14
4,Internet,round_trip,38,22,2,Mon,CGKSYD,Indonesia,1,1,1,8.58,1,early,3,midnight,1,326.04
1,Internet,round_trip,7,34,11,Thu,CGKSYD,Australia,1,0,0,8.58,0,medium,1,morning,1,60.06
1,Internet,round_trip,41,28,10,Fri,CGKSYD,Australia,1,0,0,8.58,0,early,1,morning,1,351.78000000000003
1,Internet,round_trip,167,18,12,Thu,CGKSYD,Indonesia,1,0,0,8.58,0,early,1,afternoon,1,1432.86
2,Internet,round_trip,192,23,4,Mon,CGKSYD,Indonesia,1,0,1,8.58,0,early,2,midnight,1,1647.3600000000001
1,Internet,round_trip,204,21,0,Mon,CGKSYD,Australia,1,0,0,8.58,0,early,1,midnight,1,1750.32
1,Internet,round_trip,155,33,0,Sun,CGKSYD,Australia,1,1,1,8.58,0,early,3,midnight,1,1329.9
1,Internet,round_trip,18,31,11,Thu,CGKSYD,Australia,0,0,0,8.58,0,medium,0,morning,1,154.44
1,Internet,round_trip,3,18,4,Sat,CGKSYD,Australia,0,0,0,8.58,0,late,0,midnight,1,25.740000000000002
1,Internet,round_trip,348,91,6,Sat,CGKSYD,Australia,0,0,0,8.58,1,early,0,morning,1,2985.84
3,Internet,round_trip,426,1,19,Sat,CGKSYD,Indonesia,0,0,0,8.58,0,early,0,evening,1,3655.08
1,Mobile,round_trip,211,38,12,Thu,CGKSYD,Australia,1,0,1,8.58,0,early,2,afternoon,1,1810.38
1,Internet,round_trip,13,19,23,Wed,CGKSYD,Australia,1,0,0,8.58,0,medium,1,evening,1,111.54
2,Internet,round_trip,84,26,11,Sun,CGKSYD,Australia,1,1,1,8.58,0,early,3,morning,1,720.72
1,Internet,round_trip,13,31,5,Sun,CGKSYD,Australia,0,0,0,8.58,1,medium,0,morning,1,111.54
1,Internet,round_trip,291,29,14,Sat,CGKSYD,Australia,1,1,0,8.58,0,early,2,afternoon,1,2496.78
1,Internet,round_trip,332,31,8,Mon,CGKSYD,Australia,1,0,1,8.58,0,early,2,morning,1,2848.56
5,Internet,round_trip,66,24,16,Tue,CGKSYD,Indonesia,1,1,1,8.58,0,early,3,afternoon,1,566.28
7,Internet,round_trip,46,18,1,Wed,CGKSYD,Australia,1,1,1,8.58,0,early,3,midnight,1,394.68
1,Internet,round_trip,21,29,21,Mon,CGKSYD,Kuwait,1,1,1,8.58,1,medium,3,evening,1,180.18
1,Internet,round_trip,16,90,6,Sat,CGKSYD,Indonesia,0,1,0,8.58,0,medium,1,morning,1,137.28
1,Internet,round_trip,169,1,2,Thu,CGKSYD,Indonesia,0,0,0,8.58,1,early,0,midnight,1,1450.02
1,Internet,round_trip,14,31,3,Sun,CGKSYD,Australia,1,0,1,8.58,0,medium,2,midnight,1,120.12
1,Internet,round_trip,29,33,14,Fri,CGKSYD,Australia,0,0,0,8.58,0,medium,0,afternoon,1,248.82
4,Internet,round_trip,280,20,17,Tue,CGKSYD,Indonesia,1,0,0,8.58,0,early,1,afternoon,1,2402.4
2,Internet,round_trip,40,29,7,Wed,CGKSYD,United States,1,0,1,8.58,0,early,2,morning,1,343.2
5,Internet,round_trip,168,26,13,Mon,CGKSYD,Indonesia,1,1,1,8.58,1,early,3,afternoon,1,1441.44
2,Internet,round_trip,420,20,14,Sat,CGKSYD,Indonesia,1,0,1,8.58,1,early,2,afternoon,1,3603.6
1,Internet,round_trip,59,69,8,Sat,CGKSYD,Australia,0,0,1,8.58,0,early,1,morning,1,506.22
1,Internet,round_trip,34,144,19,Thu,CGKSYD,Italy,1,0,0,8.58,0,early,1,evening,1,291.72
1,Internet,round_trip,12,21,11,Wed,CGKSYD,Australia,1,1,1,8.58,0,medium,3,morning,1,102.96000000000001
1,Internet,round_trip,79,88,23,Thu,CGKSYD,Australia,1,0,0,8.58,0,early,1,evening,1,677.82
2,Internet,round_trip,261,66,7,Sat,CGKSYD,Australia,1,0,1,8.58,0,early,2,morning,1,2239.38
1,Internet,round_trip,26,23,13,Mon,CGKSYD,Australia,1,0,0,8.58,0,medium,1,afternoon,1,223.08
1,Internet,round_trip,70,22,8,Mon,CGKSYD,Australia,1,1,1,8.58,0,early,3,morning,1,600.6
3,Internet,round_trip,274,19,14,Thu,CGKSYD,Indonesia,0,0,1,8.58,1,early,1,afternoon,1,2350.92
1,Mobile,round_trip,6,85,9,Tue,CGKSYD,Indonesia,1,1,1,8.58,0,late,3,morning,1,51.480000000000004
1,Internet,round_trip,11,31,9,Thu,CGKSYD,Australia,0,0,0,8.58,0,medium,0,morning,1,94.38
2,Internet,round_trip,97,83,23,Thu,CGKSYD,Indonesia,1,1,1,8.58,0,early,3,evening,1,832.26
4,Internet,round_trip,97,20,12,Sun,CGKSYD,Indonesia,1,0,1,8.58,0,early,2,afternoon,1,832.26
1,Internet,round_trip,23,82,13,Tue,CGKSYD,Indonesia,1,0,1,8.58,1,medium,2,afternoon,1,197.34
1,Internet,round_trip,39,19,8,Fri,CGKSYD,Indonesia,0,0,1,8.58,0,early,1,morning,1,334.62
1,Mobile,round_trip,5,64,22,Tue,CGKSYD,Australia,1,0,0,8.58,0,late,1,evening,1,42.9
1,Internet,round_trip,7,34,11,Thu,CGKSYD,Australia,1,0,0,8.58,0,medium,1,morning,1,60.06
2,Internet,round_trip,369,20,8,Thu,CGKSYD,Indonesia,1,0,0,8.58,0,early,1,morning,1,3166.02
2,Internet,round_trip,139,89,12,Thu,CGKSYD,Indonesia,1,0,0,8.58,0,early,1,afternoon,1,1192.6200000000001
1,Internet,round_trip,19,30,21,Thu,CGKSYD,Australia,0,0,1,8.58,0,medium,1,evening,1,163.02
3,Internet,round_trip,70,30,3,Sat,CGKSYD,United States,1,1,1,8.58,0,early,3,midnight,1,600.6
1,Internet,round_trip,14,17,11,Thu,CGKSYD,Australia,1,1,1,8.58,0,medium,3,morning,1,120.12
1,Internet,round_trip,16,19,10,Mon,CGKSYD,Australia,1,1,0,8.58,0,medium,2,morning,1,137.28
1,Internet,round_trip,113,48,12,Sun,CGKSYD,Australia,1,0,0,8.58,0,early,1,afternoon,1,969.54
1,Internet,round_trip,11,1,12,Mon,CGKSYD,Australia,0,0,1,8.58,0,medium,1,afternoon,1,94.38
1,Internet,round_trip,189,83,1,Sun,CGKSYD,Indonesia,1,0,0,8.58,0,early,1,midnight,1,1621.6200000000001
1,Internet,round_trip,92,24,8,Sat,CGKSYD,Indonesia,1,1,1,8.58,0,early,3,morning,1,789.36
1,Internet,round_trip,27,61,0,Tue,CGKSYD,Australia,0,1,1,8.58,1,medium,2,midnight,1,231.66
1,Internet,round_trip,27,28,11,Fri,CGKSYD,Australia,1,0,0,8.58,0,medium,1,morning,1,231.66
1,Internet,round_trip,2,1,6,Fri,CGKSYD,Australia,0,0,0,8.58,0,late,0,morning,1,17.16
1,Internet,round_trip,18,21,5,Thu,CGKSYD,Australia,1,0,0,8.58,0,medium,1,morning,1,154.44
1,Internet,round_trip,18,73,7,Sat,CGKSYD,Australia,1,0,0,8.58,0,medium,1,morning,1,154.44
1,Internet,round_trip,202,31,12,Fri,CGKSYD,Australia,1,0,1,8.58,0,early,2,afternoon,1,1733.16
1,Internet,round_trip,63,19,2,Mon,CGKSYD,Indonesia,0,1,0,8.58,0,early,1,midnight,1,540.54
1,Internet,round_trip,155,28,14,Mon,CGKSYD,Australia,1,1,1,8.58,0,early,3,afternoon,1,1329.9
2,Internet,round_trip,188,93,11,Fri,CGKSYD,Indonesia,0,0,0,8.58,0,early,0,morning,1,1613.04
1,Internet,round_trip,53,31,11,Wed,CGKSYD,Australia,1,1,1,8.58,0,early,3,morning,1,454.74
1,Internet,round_trip,1,28,11,Fri,CGKSYD,Australia,0,0,0,8.58,0,late,0,morning,1,8.58
1,Internet,round_trip,94,19,13,Sun,CGKSYD,Indonesia,1,1,1,8.58,1,early,3,afternoon,1,806.52
1,Internet,round_trip,19,17,3,Wed,CGKSYD,Australia,0,0,0,8.58,0,medium,0,midnight,1,163.02
1,Mobile,round_trip,9,29,15,Fri,CGKTPE,Indonesia,0,0,1,4.67,1,medium,1,afternoon,0,42.03
3,Internet,round_trip,59,28,13,Sat,CGKTPE,Indonesia,1,0,1,4.67,0,early,2,afternoon,0,275.53
1,Internet,round_trip,58,52,3,Tue,CGKTPE,Taiwan,1,0,0,4.67,0,early,1,midnight,0,270.86
1,Internet,round_trip,56,23,14,Fri,CGKTPE,Indonesia,1,0,0,4.67,0,early,1,afternoon,0,261.52
1,Internet,round_trip,165,17,14,Wed,CGKTPE,Indonesia,1,0,0,4.67,0,early,1,afternoon,0,770.55
1,Internet,round_trip,15,33,9,Sat,CGKTPE,Bahrain,1,0,0,4.67,1,medium,1,morning,0,70.05
3,Internet,round_trip,1,29,10,Wed,CGKTPE,Indonesia,1,0,0,4.67,1,late,1,morning,0,4.67
1,Internet,round_trip,66,51,7,Tue,CGKTPE,Indonesia,1,0,0,4.67,0,early,1,morning,0,308.21999999999997
1,Mobile,round_trip,27,21,0,Thu,CGKTPE,Indonesia,1,0,0,4.67,0,medium,1,midnight,0,126.09
2,Internet,round_trip,100,24,12,Wed,CGKTPE,Indonesia,1,1,1,4.67,0,early,3,afternoon,0,467.0
1,Internet,round_trip,54,39,7,Sun,CGKTPE,Taiwan,0,0,1,4.67,0,early,1,morning,0,252.18
3,Mobile,round_trip,52,18,15,Sun,CGKTPE,Indonesia,1,0,0,4.67,0,early,1,afternoon,0,242.84
1,Internet,round_trip,28,83,15,Tue,CGKTPE,Indonesia,0,0,0,4.67,0,medium,0,afternoon,0,130.76
1,Internet,round_trip,21,26,17,Thu,CGKTPE,Taiwan,1,0,0,4.67,0,medium,1,afternoon,0,98.07
1,Internet,round_trip,109,58,16,Mon,CGKTPE,Indonesia,1,1,1,4.67,0,early,3,afternoon,0,509.03
2,Internet,round_trip,48,85,0,Wed,CGKTPE,Taiwan,1,0,1,4.67,1,early,2,midnight,0,224.16
1,Internet,round_trip,26,74,14,Wed,CGKTPE,Taiwan,1,0,1,4.67,0,medium,2,afternoon,0,121.42
1,Internet,round_trip,13,30,10,Tue,CGKTPE,Taiwan,0,0,0,4.67,0,medium,0,morning,0,60.71
1,Internet,round_trip,8,22,8,Thu,CGKTPE,Taiwan,1,0,0,4.67,0,medium,1,morning,0,37.36
1,Internet,round_trip,18,49,2,Fri,CGKTPE,Taiwan,1,0,0,4.67,0,medium,1,midnight,0,84.06
1,Internet,round_trip,7,60,10,Fri,CGKTPE,Taiwan,1,1,1,4.67,0,medium,3,morning,0,32.69
1,Mobile,round_trip,143,104,5,Fri,CGKTPE,Taiwan,1,1,1,4.67,0,early,3,morning,0,667.81
3,Internet,round_trip,135,18,13,Tue,CGKTPE,Taiwan,1,1,1,4.67,1,early,3,afternoon,0,630.45
1,Internet,round_trip,30,21,15,Fri,CGKTPE,Taiwan,0,0,0,4.67,0,medium,0,afternoon,0,140.1
1,Mobile,round_trip,44,180,13,Sun,CGKTPE,Indonesia,1,0,0,4.67,0,early,1,afternoon,0,205.48
1,Internet,round_trip,53,55,6,Sat,CGKTPE,Indonesia,1,0,0,4.67,0,early,1,morning,0,247.51
3,Internet,round_trip,11,28,13,Wed,CGKTPE,Taiwan,1,1,1,4.67,0,medium,3,afternoon,0,51.37
4,Internet,round_trip,16,17,9,Thu,CGKTPE,Indonesia,1,0,0,4.67,1,medium,1,morning,0,74.72
1,Internet,round_trip,70,38,7,Fri,CGKTPE,Taiwan,1,0,0,4.67,0,early,1,morning,0,326.9
3,Internet,round_trip,163,18,15,Wed,CGKTPE,Indonesia,1,0,0,4.67,0,early,1,afternoon,0,761.21
1,Internet,round_trip,88,62,5,Thu,CGKTPE,Taiwan,0,0,0,4.67,0,early,0,morning,0,410.96
1,Internet,round_trip,114,78,3,Wed,CGKTPE,Taiwan,1,1,1,4.67,0,early,3,midnight,0,532.38
2,Internet,round_trip,111,59,12,Sat,CGKTPE,Indonesia,1,0,0,4.67,0,early,1,afternoon,0,518.37
1,Internet,round_trip,34,53,3,Fri,CGKTPE,Taiwan,1,0,0,4.67,0,early,1,midnight,0,158.78
3,Internet,round_trip,1,29,9,Wed,CGKTPE,Indonesia,1,0,0,4.67,1,late,1,morning,0,4.67
2,Internet,round_trip,22,28,9,Wed,CGKTPE,Indonesia,1,0,0,4.67,0,medium,1,morning,0,102.74
1,Internet,round_trip,19,28,12,Wed,CGKTPE,Taiwan,1,0,0,4.67,0,medium,1,afternoon,0,88.73
1,Internet,round_trip,13,118,2,Fri,CGKTPE,Hong Kong,0,0,0,4.67,0,medium,0,midnight,0,60.71
1,Internet,round_trip,74,51,9,Fri,CGKTPE,Taiwan,0,0,0,4.67,0,early,0,morning,0,345.58
1,Mobile,round_trip,65,75,8,Tue,CGKTPE,Taiwan,0,0,0,4.67,0,early,0,morning,0,303.55
1,Internet,round_trip,34,36,2,Sun,CGKTPE,Singapore,0,1,0,4.67,1,early,1,midnight,0,158.78
1,Internet,round_trip,8,29,7,Wed,CGKTPE,Brunei,1,0,0,4.67,1,medium,1,morning,0,37.36
1,Internet,round_trip,110,22,8,Wed,CGKTPE,Taiwan,0,0,0,4.67,0,early,0,morning,0,513.7
1,Internet,round_trip,30,32,16,Fri,CGKTPE,Indonesia,1,0,1,4.67,0,medium,2,afternoon,0,140.1
1,Mobile,round_trip,64,31,14,Sun,CGKWUH,South Korea,0,0,0,5.13,0,early,0,afternoon,0,328.32
2,Internet,round_trip,74,21,15,Tue,CGKWUH,Indonesia,0,0,1,5.13,0,early,1,afternoon,0,379.62
2,Internet,round_trip,146,21,14,Thu,CGKXIY,Indonesia,1,0,0,5.0,0,early,1,afternoon,0,730.0
1,Internet,round_trip,7,38,9,Fri,CGKXIY,Indonesia,1,0,1,5.0,0,medium,2,morning,0,35.0
1,Internet,round_trip,9,30,14,Sat,CGKXIY,China,0,0,0,5.0,0,medium,0,afternoon,0,45.0
1,Internet,round_trip,43,28,7,Fri,CGKXIY,Indonesia,1,0,0,5.0,0,early,1,morning,0,215.0
3,Internet,round_trip,6,17,5,Tue,CGKXIY,Indonesia,0,0,1,5.0,0,late,1,morning,0,30.0
2,Internet,round_trip,98,42,5,Mon,CGKXIY,Indonesia,1,0,1,5.0,1,early,2,morning,0,490.0
2,Internet,round_trip,85,24,8,Tue,CGKXIY,Indonesia,0,0,1,5.0,0,early,1,morning,0,425.0
2,Internet,round_trip,126,30,10,Sat,CGKXIY,Indonesia,1,0,0,5.0,1,early,1,morning,0,630.0
1,Internet,round_trip,31,19,8,Tue,CGKXIY,Indonesia,0,0,0,5.0,0,early,0,morning,0,155.0
3,Internet,round_trip,39,30,12,Thu,CGKXIY,Indonesia,1,0,0,5.0,0,early,1,afternoon,0,195.0
1,Internet,round_trip,9,22,13,Wed,CGKXIY,Indonesia,1,0,1,5.0,1,medium,2,afternoon,0,45.0
1,Internet,round_trip,13,24,5,Sat,CGKXIY,China,1,0,0,5.0,0,medium,1,morning,0,65.0
2,Mobile,round_trip,25,62,16,Tue,CGKXIY,Indonesia,1,0,1,5.0,0,medium,2,afternoon,0,125.0
1,Internet,round_trip,81,41,10,Fri,CKGCOK,China,1,0,0,4.83,0,early,1,morning,0,391.23
1,Internet,round_trip,80,39,6,Wed,CKGCOK,China,1,0,1,4.83,0,early,2,morning,0,386.4
1,Internet,round_trip,63,39,11,Sat,CKGCOK,China,0,0,0,4.83,0,early,0,morning,0,304.29
1,Mobile,round_trip,79,39,9,Sun,CKGCOK,United States,1,0,0,4.83,0,early,1,morning,0,381.57
1,Mobile,round_trip,36,18,17,Tue,CKGDPS,China,1,0,1,4.83,0,early,2,afternoon,0,173.88
2,Internet,round_trip,23,25,2,Fri,CKGDPS,Singapore,1,1,1,4.83,0,medium,3,midnight,0,111.09
2,Internet,round_trip,12,24,7,Sat,CKGJHB,Malaysia,0,0,0,4.83,0,medium,0,morning,0,57.96
5,Internet,round_trip,146,23,8,Fri,CKGJHB,Malaysia,1,0,0,4.83,0,early,1,morning,0,705.1800000000001
4,Internet,round_trip,15,28,13,Mon,CKGKCH,Malaysia,1,0,0,4.83,0,medium,1,afternoon,0,72.45
4,Internet,round_trip,122,40,2,Sat,CKGKCH,China,1,0,1,4.83,0,early,2,midnight,0,589.26
1,Internet,round_trip,47,22,22,Mon,CKGKCH,China,0,0,0,4.83,0,early,0,evening,0,227.01
1,Internet,one_way,7,0,5,Tue,CKGKCH,Malaysia,1,1,0,4.83,0,medium,2,morning,0,33.81
1,Mobile,round_trip,34,25,10,Wed,CKGKCH,Malaysia,1,1,1,4.83,0,early,3,morning,0,164.22
1,Mobile,round_trip,48,25,6,Wed,CKGKCH,Malaysia,1,0,0,4.83,0,early,1,morning,0,231.84
3,Mobile,round_trip,44,20,11,Fri,CKGLOP,China,1,0,0,4.83,0,early,1,morning,0,212.52
1,Internet,round_trip,36,39,15,Mon,CKGMAA,India,1,0,1,4.83,0,early,2,afternoon,0,173.88
1,Internet,round_trip,18,40,6,Tue,CKGMAA,China,1,0,1,4.83,0,medium,2,morning,0,86.94
3,Internet,round_trip,225,28,7,Mon,CKGMAA,India,1,0,0,4.83,0,early,1,morning,0,1086.75
1,Internet,round_trip,105,23,2,Tue,CKGMAA,China,1,0,1,4.83,0,early,2,midnight,0,507.15000000000003
1,Internet,round_trip,10,40,4,Thu,CKGMEL,China,1,0,1,8.83,0,medium,2,midnight,1,88.3
1,Internet,round_trip,302,22,4,Sat,CKGMEL,Hong Kong,1,0,0,8.83,0,early,1,midnight,1,2666.66
1,Internet,round_trip,77,26,9,Mon,CKGMEL,Australia,1,0,0,8.83,0,early,1,morning,1,679.91
1,Internet,round_trip,46,83,1,Fri,CKGMEL,China,0,0,0,8.83,0,early,0,midnight,1,406.18
3,Internet,round_trip,93,18,14,Tue,CKGMEL,China,1,0,0,8.83,1,early,1,afternoon,1,821.19
1,Internet,round_trip,19,32,6,Sat,CKGMEL,Australia,1,0,0,8.83,0,medium,1,morning,1,167.77
1,Internet,round_trip,5,30,8,Thu,CKGMYY,Malaysia,0,0,0,4.83,0,late,0,morning,0,24.15
1,Mobile,round_trip,71,19,12,Mon,CKGMYY,Malaysia,1,1,0,4.83,1,early,2,afternoon,0,342.93
1,Internet,round_trip,5,31,6,Mon,CKGOOL,Australia,0,0,1,8.83,0,late,1,morning,1,44.15
1,Internet,round_trip,59,73,12,Sat,CKGOOL,Australia,1,0,1,8.83,0,early,2,afternoon,1,520.97
1,Internet,round_trip,8,56,7,Sat,CKGOOL,China,1,0,0,8.83,1,medium,1,morning,1,70.64
1,Internet,round_trip,9,18,10,Fri,CKGPEN,Malaysia,0,0,0,4.83,1,medium,0,morning,0,43.47
7,Internet,round_trip,23,26,6,Tue,CKGPEN,Malaysia,1,1,1,4.83,0,medium,3,morning,0,111.09
1,Internet,round_trip,0,25,2,Tue,CKGPEN,China,0,0,0,4.83,0,late,0,midnight,0,0.0
1,Mobile,round_trip,67,46,12,Wed,CKGPEN,China,0,0,0,4.83,0,early,0,afternoon,0,323.61
2,Internet,round_trip,14,19,6,Sat,CKGPEN,Malaysia,0,1,0,4.83,0,medium,1,morning,0,67.62
1,Internet,round_trip,33,32,1,Thu,CKGPEN,Malaysia,1,0,0,4.83,1,early,1,midnight,0,159.39000000000001
1,Internet,round_trip,9,30,7,Sun,CKGPEN,China,1,0,0,4.83,0,medium,1,morning,0,43.47
1,Internet,round_trip,262,29,12,Mon,CKGPER,China,1,0,0,5.62,0,early,1,afternoon,0,1472.44
1,Internet,round_trip,171,86,15,Fri,CKGPER,Indonesia,0,0,0,5.62,0,early,0,afternoon,0,961.02
1,Internet,round_trip,18,29,10,Mon,CKGPER,China,1,1,1,5.62,0,medium,3,morning,0,101.16
1,Internet,round_trip,40,34,12,Fri,CKGPER,Australia,1,0,1,5.62,0,early,2,afternoon,0,224.8
1,Internet,round_trip,20,17,14,Wed,CKGPER,Australia,1,0,1,5.62,0,medium,2,afternoon,0,112.4
2,Internet,round_trip,89,35,13,Fri,CKGPER,Australia,0,0,0,5.62,0,early,0,afternoon,0,500.18
1,Internet,round_trip,18,54,12,Thu,CKGPER,Australia,1,0,0,5.62,0,medium,1,afternoon,0,101.16
1,Internet,round_trip,9,230,9,Wed,CKGPNH,Taiwan,1,0,1,4.83,0,medium,2,morning,0,43.47
1,Internet,round_trip,51,53,13,Sun,CKGPNH,China,1,0,1,4.83,0,early,2,afternoon,0,246.33
1,Internet,round_trip,116,20,13,Thu,CKGPNH,Cambodia,1,1,1,4.83,1,early,3,afternoon,0,560.28
1,Internet,round_trip,243,47,3,Sat,CKGSBW,Malaysia,1,1,1,4.83,1,early,3,midnight,0,1173.69
1,Internet,round_trip,76,27,6,Mon,CKGSBW,Malaysia,1,0,0,4.83,0,early,1,morning,0,367.08
1,Internet,round_trip,272,21,14,Sun,CKGSBW,Malaysia,1,0,0,4.83,0,early,1,afternoon,0,1313.76
1,Internet,round_trip,258,21,12,Fri,CKGSBW,Malaysia,1,0,0,4.83,1,early,1,afternoon,0,1246.14
1,Internet,round_trip,135,19,14,Thu,CKGSIN,Singapore,0,0,0,4.83,0,early,0,afternoon,0,652.05
1,Internet,round_trip,44,91,9,Sat,CKGSIN,Singapore,1,1,0,4.83,0,early,2,morning,0,212.52
1,Internet,round_trip,43,26,8,Fri,CKGSUB,Indonesia,1,1,1,4.83,1,early,3,morning,0,207.69
4,Internet,round_trip,52,28,9,Thu,CKGSUB,Indonesia,1,1,1,4.83,1,early,3,morning,0,251.16
3,Internet,round_trip,66,30,8,Mon,CKGSUB,Indonesia,1,0,0,4.83,0,early,1,morning,0,318.78000000000003
2,Internet,round_trip,89,28,16,Tue,CKGSUB,China,1,0,0,4.83,0,early,1,afternoon,0,429.87
1,Internet,round_trip,91,22,3,Sat,CKGSUB,Indonesia,1,0,0,4.83,0,early,1,midnight,0,439.53000000000003
2,Internet,round_trip,19,30,2,Tue,CKGSYD,Australia,1,1,1,8.58,0,medium,3,midnight,1,163.02
1,Internet,round_trip,63,31,12,Sat,CKGSYD,China,1,0,0,8.58,0,early,1,afternoon,1,540.54
1,Internet,round_trip,45,47,23,Mon,CKGSYD,Australia,1,0,1,8.58,0,early,2,evening,1,386.1
1,Internet,round_trip,109,31,16,Sun,CKGSYD,China,1,0,1,8.58,0,early,2,afternoon,1,935.22
1,Internet,round_trip,109,30,3,Sun,CKGSYD,Australia,1,0,0,8.58,0,early,1,midnight,1,935.22
1,Internet,round_trip,258,28,5,Sun,CKGTGG,China,1,0,0,4.83,0,early,1,morning,0,1246.14
1,Internet,round_trip,29,38,20,Wed,CKGTRZ,(not set),1,0,1,4.83,0,medium,2,evening,0,140.07
1,Internet,round_trip,33,37,2,Thu,CKGTRZ,China,1,0,1,4.83,0,early,2,midnight,0,159.39000000000001
1,Internet,round_trip,28,57,16,Thu,CKGTRZ,China,1,0,1,4.83,0,medium,2,afternoon,0,135.24
1,Mobile,round_trip,49,17,9,Sun,CKGTRZ,China,0,0,0,4.83,0,early,0,morning,0,236.67000000000002
1,Internet,round_trip,13,66,9,Mon,CKGTRZ,China,1,0,0,4.83,0,medium,1,morning,0,62.79
1,Internet,round_trip,25,59,10,Wed,CKGTRZ,China,1,0,0,4.83,0,medium,1,morning,0,120.75
1,Internet,round_trip,25,59,10,Wed,CKGTRZ,China,0,0,0,4.83,0,medium,0,morning,0,120.75
1,Internet,round_trip,28,57,16,Thu,CKGTRZ,China,1,0,1,4.83,0,medium,2,afternoon,0,135.24
1,Mobile,round_trip,74,42,14,Tue,CKGTRZ,China,0,0,1,4.83,0,early,1,afternoon,0,357.42
1,Internet,round_trip,28,57,18,Thu,CKGTRZ,China,1,0,1,4.83,0,medium,2,evening,0,135.24
1,Internet,round_trip,33,37,15,Thu,CKGTRZ,United Kingdom,1,0,1,4.83,0,early,2,afternoon,0,159.39000000000001
1,Internet,round_trip,33,37,2,Thu,CKGTRZ,China,1,0,1,4.83,0,early,2,midnight,0,159.39000000000001
1,Internet,round_trip,28,57,16,Thu,CKGTRZ,China,1,0,1,4.83,0,medium,2,afternoon,0,135.24
6,Internet,round_trip,4,32,1,Fri,CKGTWU,China,1,0,0,4.83,0,late,1,midnight,0,19.32
1,Internet,round_trip,8,18,8,Sat,CKGTWU,China,1,0,0,4.83,0,medium,1,morning,0,38.64
1,Internet,round_trip,108,30,13,Thu,CKGTWU,China,0,0,0,4.83,0,early,0,afternoon,0,521.64
7,Internet,round_trip,13,32,7,Wed,CKGTWU,China,1,0,0,4.83,0,medium,1,morning,0,62.79
1,Internet,round_trip,280,18,4,Thu,CMBCTS,Australia,0,0,0,8.67,0,early,0,midnight,1,2427.6
2,Internet,round_trip,27,19,13,Fri,CMBCTU,China,1,0,0,4.72,0,medium,1,afternoon,0,127.44
1,Internet,round_trip,69,20,0,Tue,CMBHGH,China,0,0,1,5.07,0,early,1,midnight,0,349.83000000000004
1,Internet,round_trip,173,17,5,Wed,CMBHGH,China,0,0,0,5.07,0,early,0,morning,0,877.11
1,Internet,round_trip,178,23,7,Sun,CMBHGH,China,0,0,1,5.07,0,early,1,morning,0,902.46
3,Internet,round_trip,326,27,14,Mon,CMBHGH,China,0,0,0,5.07,0,early,0,afternoon,0,1652.8200000000002
2,Internet,round_trip,102,17,2,Thu,CMBHGH,China,0,0,0,5.07,0,early,0,midnight,0,517.14
1,Internet,round_trip,306,22,22,Tue,CMBHND,Japan,1,0,0,7.57,0,early,1,evening,0,2316.42
5,Internet,round_trip,106,31,13,Sat,CMBHND,Japan,1,0,0,7.57,0,early,1,afternoon,0,802.4200000000001
1,Internet,round_trip,14,44,12,Thu,CMBHND,Japan,1,0,0,7.57,0,medium,1,afternoon,0,105.98
1,Internet,round_trip,55,20,5,Tue,CMBHND,Japan,0,0,1,7.57,0,early,1,morning,0,416.35
1,Internet,round_trip,46,18,3,Mon,CMBICN,South Korea,1,1,1,6.62,0,early,3,midnight,0,304.52
1,Internet,round_trip,212,51,7,Fri,CMBICN,South Korea,0,0,0,6.62,0,early,0,morning,0,1403.44
2,Internet,round_trip,243,17,5,Thu,CMBICN,South Korea,0,0,0,6.62,0,early,0,morning,0,1608.66
1,Internet,round_trip,26,49,13,Fri,CMBICN,South Korea,1,0,0,6.62,0,medium,1,afternoon,0,172.12
2,Internet,round_trip,59,17,6,Thu,CMBICN,South Korea,0,0,0,6.62,0,early,0,morning,0,390.58
1,Internet,round_trip,182,17,2,Mon,CMBICN,South Korea,0,0,1,6.62,0,early,1,midnight,0,1204.84
1,Internet,round_trip,187,26,19,Sun,CMBICN,South Korea,0,0,0,6.62,0,early,0,evening,0,1237.94
1,Internet,round_trip,1,30,0,Tue,CMBICN,South Korea,1,1,1,6.62,0,late,3,midnight,0,6.62
1,Internet,round_trip,2,19,9,Tue,CMBICN,South Korea,0,0,0,6.62,0,late,0,morning,0,13.24
1,Internet,round_trip,44,21,10,Mon,CMBICN,South Korea,1,0,1,6.62,0,early,2,morning,0,291.28000000000003
1,Internet,round_trip,11,20,5,Fri,CMBICN,South Korea,1,0,0,6.62,0,medium,1,morning,0,72.82000000000001
1,Internet,round_trip,13,36,8,Tue,CMBICN,South Korea,1,0,0,6.62,0,medium,1,morning,0,86.06
1,Internet,round_trip,22,90,5,Wed,CMBICN,South Korea,0,0,1,6.62,0,medium,1,morning,0,145.64000000000001
1,Internet,round_trip,105,18,15,Sun,CMBICN,South Korea,1,0,1,6.62,0,early,2,afternoon,0,695.1
